"","x"
"224","RT @LindaSuhler: President Trump promises 'renewal of American spirit' in Congress speech
#JointAddress #MAGA #JointSession 
https://t.co/Q…"
"225","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"226","What Trump Got Right in His Speech to Congress https://t.co/86linruLlZ via @JDaniel_Davis @DailySignal #Trump45 #POTUS #Hope #tcot"
"227","TRUMP’S SPEECH: Reaction to Donald Trump’s first address to Congress.  What did you take away from the speech?… https://t.co/FpixxjJV7E"
"228","He sought to sell in subtler ways, @ShaneGoldmacher says. https://t.co/XIV3ZdFavn"
"229","RT @mattyglesias: Nothing Trump said last night helped move any closer to achieving any of his stated goals — he’s playing the part. https:…"
"230","Bill is 100% correct. Bill Maher: Donald Trump’s Speech To Congress “Will Fool A Lot Of People” https://t.co/eI4wLxhz20 via @YahooNews"
"231","Your take on @realDonaldTrump's first speech to the #jointsession of #Congress? Cast your #vote here:… https://t.co/YJc6PjRUrN"
"232","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"233","RT @politico: ICYMI: Our reporters fact-checked @POTUS' first address to Congress https://t.co/5B5ARQ3ybP https://t.co/e6iv9b6DUC"
"234","I wrote something a posted the video. Please view/share: President Trump’s Full Speech to Congress 2.28.17 https://t.co/4gYrjJqC0L"
"235","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"236","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"237","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"238","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"239","RT @mattyglesias: Nothing Trump said last night helped move any closer to achieving any of his stated goals — he’s playing the part. https:…"
"240","Viewers strongly approve of Trump's speech to #Congress https://t.co/jKpDq8xo7y"
"241","RT @The_Trump_Train: RETWEET if you think President Trump is giving an excellent speech and valid points to congress! #JointAddress #MakeAm…"
"242","RT @amiraminiMD: BREAKING: ""Trump did NOT throw his poop at members of Congress during his speech. 
He is finally presidential. A NEW TRUMP…"
"243","Trump’s First Presidential Address to Congress - Full Speech https://t.co/IjxqoBYhUU via @YouTube"
"244","RT @NRDC: ""It’s time we all stood up to this radical &amp; reckless assault on our environment &amp; health.” —@RheaSuh https://t.co/TR9hcWlyA0 #Jo…"
"245","RT @BruceBartlett: 13 lies in Trump's speech last night. https://t.co/3KVSiNPZAl"
"246","RT @cnnbrk: Former Kentucky Gov. Steve Beshear gives the Democratic response to Trump's #JointAddress https://t.co/JfTvNqKm1R https://t.co/…"
"247","RT @Mysstyblue: Democrats Remain Seated As Trump Recycles Empty Campaign Rhetoric In Speech To Congress - https://t.co/Bchx0Z3Dvp"
"248","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"249","RT @CNN: 'Presidential Trump': Here are the stories leading https://t.co/kE2PnwqItJ this morning https://t.co/alp1k7CpQY https://t.co/FIMW0…"
"250","Wall Street is giving President Trump's first speech to Congress a standing ovation. https://t.co/0s7gn2qGq2"
"251","RT @kerrykelly514: @SNITFIT Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks - https://t.co/G2mr6d…"
"252","RT @JarrettStepman: What Trump Got Right in His Speech to Congress https://t.co/r741LVFcli via @JDaniel_Davis @DailySignal"
"253","@mikd33 @realDonaldTrump you need to get a life President Trump addressed Congress with a great great speech look at the progress<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>"
"254","INSTANT POLL: Trump gets some of his highest marks yet for his first big speech to Congress https://t.co/0Vx9pltK9a"
"255","trump's speech to Congress : clapping speech<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>stand up clap  sit down stand up clap sit down .....just  remembered third world"
"256","RT @Newsweek: Why Trump struck a new tone in his first speech to Congress https://t.co/DR8ZgqMa42 https://t.co/kLcpxJOjJH"
"257","RT @TheLastRefuge2: DNC Rebuttal to Trump speech to congress be like: https://t.co/mRfdEn1yeN"
"258","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"259","RT @ScottBLG: Trump's Speech to Congress Incredibly Well-Received by Americans — Even CNN's Numbers Are Jaw-Dropping https://t.co/m7Pb1P6PL…"
"260","RT @PoliticusSarah: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/gKdCCM…"
"261","RT @MtnMD: Bcz he read LIE FILLED doc w/o ranting, Ppl give him credit? RT @randomizerity: Maj of claims in Trump speech lies. https://t.co…"
"262","Trump's Congress speech was a heroic effort in contradiction and cliche | Richard Wolffe https://t.co/AvB1h606KB"
"263","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"264","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"265","RT @Nigel_Farage: A good, strong speech from @POTUS. https://t.co/qKiLUd2em6"
"266","RT @FoxNews: .@POTUS: ""My job is not to represent the world. My job is to represent the United States of America."" #TrumpAddress https://t.…"
"267","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"268","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"269","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"270","RT @LindaSuhler: President Trump promises 'renewal of American spirit' in Congress speech
#JointAddress #MAGA #JointSession 
https://t.co/Q…"
"271","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"272","Was trump's speech full of lies? You bet it was. This is trump after all.

https://t.co/GCJLvfVniU"
"273","What @MSNBC , @CNNPolitics  all pundits missed: Speech designed to rally @GOP Congress 2 Trump's side to insulate him from investigations."
"274","RT @GovMikeHuckabee: The “party of youth and diversity” picks a 72-year-old white male to respond to Trump’s speech to Congress. Lovely.

h…"
"275","RT @dcexaminer: Snap poll: Trump soars following speech to Congress https://t.co/RHvkMYsMwu https://t.co/o4qlYuzcPb"
"276","Almost every big claim Donald #Trump made was false https://t.co/2kUnbfnYXx
#TheResistance #JointSession https://t.co/mvyppbz7IO"
"277","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"278","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"279","'Presidential Trump': Here are the stories leading https://t.co/kE2PnwqItJ this morning https://t.co/alp1k7CpQY https://t.co/FIMW0CLkPH"
"280","RT @RT_America: BREAKING: #Dow Jones Industrial Average breaks 21,000 after Trump’s speech to Congress https://t.co/jbbNRpS75p https://t.co…"
"281","@BreitbartNews 
Funny!!! Liberal MSM can only discuss unimportant issues since Pres Trump's speech to Congress. They have nothing negative."
"282","RT @CNN: A tale of two speeches: Comparing Trump's inaugural to his address to Congress https://t.co/pHVoc9mRrw https://t.co/GW6I1YC48B"
"283","ANALYSIS | Same Trump policies, new 'presidential' packaging — and illuminating nonetheless for Congress https://t.co/F3dZ0qjepi"
"284","President Trumps first address to Congress: Read the full speech https://t.co/7WKevIkChp https://t.co/20KCWDJnS0"
"285","RT @HuffingtonPost: Our most unpredictable president to deliver Washington’s most boring speech https://t.co/Ft9oQxirh9 https://t.co/m594ru…"
"286","RT @JasonMillerinDC: CBS News poll: Viewers strongly approve of Trump's speech to Congress - CBS News https://t.co/Jtqo5Ylt5f"
"287","RT @foxandfriends: President Trump's first speech to Congress: Buy American, hire American https://t.co/Q02it9SpHO"
"288","RT @VanityFair: Watch Colbert shred Trump’s speech to Congress for 12 straight minutes https://t.co/0knneSno7k https://t.co/TE7Gv26zpP"
"289","RT @ddale8: Same hard-line nationalism, new lofty tone. My speech take: a rebranding, not a reboot, from a master salesman. https://t.co/3h…"
"290","RT @LindaSuhler: Viewers strongly approve of President Trump's speech to Congress
#JointAddress #JointSession #MAGA
https://t.co/4jVHLqDwp3"
"291","Read: President Donald Trump’s first speech to Congress https://t.co/kOLwIt7hXS"
"292","RT @SocialPowerOne1: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/7m1QjQDrIk"
"293","RT @AIIAmericanGirI: Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks
https://t.co/ImmNxGKpMa"
"294","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"295","Dow Jones Industrial Average breaks 21,000 after Trump’s speech to Congress https://t.co/w1YmOm7Fjo https://t.co/cFAXOD7266"
"296","RT @faagifts: @realDonaldTrump *HOW WOULD YOU RATE PRESIDENT TRUMP SPEECH TO CONGRESS?? ((PLEASE RETWEET VIRAL))"
"297","RT @billboard: Stephen Colbert dedicates live show to mocking Trump's speech to Congress https://t.co/QucEidwcD2 https://t.co/WKIpqegYLs"
"298","RT @Thomas1774Paine: VIDEO: Bitter Maxine Waters Boycotted President Trump’s speech to Congress: Busy Prepping for Russian Invasion? 
https…"
"299","RT @washingtonpost: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/BGATYaczB8"
"300","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"301","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"302","RT @MDBlanchfield: There’s much more to the story of the fallen Navy SEAL Trump praised in his speech to Congress - Vox https://t.co/CT8fUU…"
"303","RT @garynaylor999: Trump's speech to Congress is why a monarch is better as a Head of State. Intensely political figure morphs into pseudo-…"
"304","RT @foxandfriends: President Trump's first speech to Congress: Buy American, hire American https://t.co/Q02it9SpHO"
"305","RT @The_Trump_Train: RETWEET if you think President Trump is giving an excellent speech and valid points to congress! #JointAddress #MakeAm…"
"306","RT @washingtonpost: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/BGATYaczB8"
"307","RT @PoliticusSarah: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/gKdCCM…"
"308","RT @ZaibatsuNews: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/Mz1oUMxTCK https://t.co/Hy…"
"309","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"310","Trump points to Canada as a model for U.S. immigration reform in Congress speech /via @globeandmail https://t.co/uoseDwf1aL"
"311","RT @FoxNewsInsider: @mike_pence on @realDonaldTrump Speech: 'It Was a Great Night for America' @foxandfriends https://t.co/3D2rb9MCDJ https…"
"312","RT @RexHuppke: ""New Trump"" is nonsense. He changed tone, but I show how his words conflict with his deeds.

He. Hasn't. Changed.

https://t…"
"313","RT @EWErickson: Substitute “Obama” for “Trump” and this is the same argument many conservatives made for eight years. https://t.co/CXcW8b6R…"
"314","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"315","RT @guardian: Trump's Congress speech was a heroic effort in contradiction and cliche | Richard Wolffe https://t.co/NEWP9I4Pvf"
"316","RT @LadySquid: President Trump's speech was given at a seventh-grade reading level https://t.co/H4bknEV4m7"
"317","#ICYMI @realDonaldTrump .@POTUS Speech to Joint Session of Congress
https://t.co/VYXQ3SUDW2"
"318","RT @SocialPowerOne1: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/7m1QjQDrIk"
"319","RT @NewssTrump: How Donald Trump intends ‘to make America Great Again’: First Speech to Congress analysed https://t.co/1FUuArtAtU https://t…"
"320","RT @ajplus: After President Trump's speech to Congress, Bernie Sanders tells Americans they need to keep fighting. https://t.co/Bf6Z7iBW6j"
"321","RT @THR: TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech https://t.co/fyElagIEFP https://t.co/gtxdbEQQoj"
"322","The Guardian view on Trump’s Congress speech: different tone, same threat | Editorial https://t.co/7onLVVqRq3 https://t.co/6P01cUza9l"
"323","A clever speech isn't going to bridge this divide https://t.co/xHlJ3jzWaD"
"324","Dow Jones Industrial Average breaks 21,000 after Trump’s speech to Congress https://t.co/DBreijItv6"
"325","Dow Jones Industrial Average breaks 21,000 after Trump’s speech to Congress https://t.co/HHCXcvKIeV https://t.co/8tslBnNHlo"
"326","Dow hits all-time high of 21,000 after Trump's speech to US Congress: Measured tone in Trump's speech reassured… https://t.co/cNkK3uNkp4"
"327","Trump’s speech to Congress was mostly devoid of substance https://t.co/5luKwZaPMd"
"328","Dow Jones Industrial Average breaks 21,000 after Trump’s speech to Congress https://t.co/7KQtFvihrL https://t.co/dHnxUm1oQq"
"329","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"330","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"331","RT @FoxNews: .@newtgingrich: ‘Blown away’ by ‘unifying’ Trump speech to Congress. #Hannity #TrumpAddress https://t.co/XMdq03B0uu"
"332","Stephen Colbert rips apart Trump's first major speech to Congress https://t.co/GRR0qy4vnd via @HuffPostComedy"
"333","Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/vCBgbZAZgk via @YouTube"
"334","RT @washingtonpost: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/BGATYaczB8"
