"","x"
"211","We're #hiring! Click to apply: Retail Commission Sales Fine Jewelry, Full Time: Swansea, MA, Macy's Swansea... - https://t.co/ACifrASPq2"
"212","Join the Macy's Retail team! See our latest #job opening here: https://t.co/dBnIMljfMj #Database #Suwanee, GA #Hiring #CareerArc"
"213","Can you recommend anyone for this #job in #Farmington, CT? https://t.co/aK5wJyGa4q #Sales #Hiring #CareerArc"
"214","Interested in a #job in #Orlando, FL? This could be a great fit: https://t.co/BZR0nRBBFp #Sales #Hiring #CareerArc"
"215","Interested in a #job in #Naples, FL? This could be a great fit: https://t.co/mKFqpdMleJ #Retail #Hiring #CareerArc"
"216","Can you recommend anyone for this #job? Retail Gift Registry Advisor, Full Time: Towson, MD, Macy's Towson... - https://t.co/8xUoHvt1aY"
"217","Want to work in #KansasCity, MO? View our latest opening: https://t.co/7IsJAOwfv0 #Finance #Job #Jobs #Hiring #CareerArc"
"218","If you're looking for work in #StCloud, MN, check out this #job: https://t.co/95cPnhBJgY #Retail #Hiring #CareerArc"
"219","Want to work in #Hanover, MA? View our latest opening: https://t.co/7ddSOWbRGn #Sales #Job #Jobs #Hiring #CareerArc"
"220","We're #hiring! Click to apply: Retail Selling Floor Lead, Full Time: Indianapolis, IN, Macy's Glendale - https://t.co/sk0ul2CYAz #Retail"
"221","Macy’s: Puma Men’s Meteor Running Sneakers Only $19.98 (reg. $59.99) https://t.co/e1E2m2I1Ly"
"222","See our latest #ValleyStream, NY #job and click to apply: Retail Cosmetics Sales - Counter Manager Elizabeth... - https://t.co/x5vQZS3VbO"
"223","Want to work in #Philadelphia, PA? View our latest opening: https://t.co/yXWMagtTIj #Retail #Job #Jobs #Hiring #CareerArc"
"224","Join the Macy's Retail team! See our latest #job opening here: https://t.co/fBfFSVlq1n #Retail #Columbia, MD #Hiring #CareerArc"
"225","Macy’s: Men’s Under Armour Slide Sandals Only $9.98, Puma Sneakers Just $19.98 + More https://t.co/6RoBa3t6vy"
"226","Interested in a #job in #FtLauderdale, FL? This could be a great fit: https://t.co/CuA3Ie2uUE #Sales #Hiring #CareerArc"
"227","See our latest #Austin, TX #job and click to apply: **Retail Selling Floor Lead** Full Time: Cedar Park, TX,... - https://t.co/SElH9p9DkU"
"228","See our latest #NewHartford, NY #job and click to apply: Retail Commission Sales Fine Jewelry, Full Time:... - https://t.co/U65798JEJx"
"229","Want to work at Macy's Retail? We're #hiring in #Atlanta, GA! Click for details: https://t.co/Ve3be3H1oz #Retail #Job #Jobs #CareerArc"
"230","We're #hiring! Read about our latest #job opening here: Retail Sales, Full Time: New Hartford, NY, Macy's... - https://t.co/D4R7HNVfyn"
"231","Can you recommend anyone for this #job in #Columbia, MD? https://t.co/oVojWmhOPE #Retail #Hiring #CareerArc"
"232","Can you recommend anyone for this #job in #Atlanta, GA? https://t.co/YS9OKwS9Zd #Retail #Hiring #CareerArc"
"233","Interested in a #job in #Alpharetta, GA? This could be a great fit: https://t.co/TNZArVXSUv #Sales #Hiring #CareerArc"
"234","RT @speedytomatoes: @Macys Just cancelled Macy's AmEx too. Supporting Trump family=boycott  Got it??  #GrabYourWallet"
"235","Join the Macy's Retail team! See our latest #job opening here: https://t.co/qnNvRSm0qb #Finance #BocaRaton, FL #Hiring #CareerArc"
"236","Can you recommend anyone for this #job in #Lafayette, LA? https://t.co/dGupOEF7e1 #Sales #Hiring #CareerArc"
"237","Can you recommend anyone for this #job in #Miami, FL? https://t.co/TwSyGMknWG #Sales #Hiring #CareerArc"
"238","Can you recommend anyone for this #job in #TerreHaute, IN? https://t.co/HVyyj9bCGE #Sales #Hiring #CareerArc"
"239","Can you recommend anyone for this #job in #Meriden, CT? https://t.co/u11ZnfqdGe #Sales #Hiring #CareerArc"
"240","We're #hiring! Read about our latest #job opening here: Asset Protection / Loss Prevention Security Guard,... - https://t.co/fOaNqtNyyQ"
"241","Interested in a #job in #Swansea, MA? This could be a great fit: https://t.co/WktnsYJeJe #Sales #Hiring #CareerArc"
"242","Can you recommend anyone for this #job? Macy's Logistics: Director, Quality/Black Belt - https://t.co/oZeEpxXiIe #SupplyChain #Secaucus, NJ"
"243","See our latest #ColoradoSprings, CO #job and click to apply: Macy's Chapel Hills: Asset Protection / Loss... - https://t.co/Hd2dLzXnZ0"
"244","Can you recommend anyone for this #job in #Goodyear, AZ? https://t.co/7yVvFJ8U52 #Recruiting #Hiring #CareerArc"
"245","This #job might be a great fit for you: Retail Cosmetics Sales - Counter Manager Clarins, Full Time: Valley... - https://t.co/qRi3lV9zKj"
"246","Want to work in #Manchester, CT? View our latest opening: https://t.co/pJHGT3Vu6R #Retail #Job #Jobs #Hiring #CareerArc"
"247","Macy’s Ultimate Pop-Up Sale!  $19.99 &amp; Under Handbags + More! https://t.co/4qom3LZjdR https://t.co/f89d7QSGE6"
"248","Interested in a #job in #Helena, MT? This could be a great fit: https://t.co/XOhDXsy3Py #Retail #Hiring #CareerArc"
"249","Interested in a #job in #NorthDartmouth, MA? This could be a great fit: https://t.co/VvmLQOWgQI #Retail #Hiring #CareerArc"
"250","This #job might be a great fit for you: Retail Cosmetics Sales - IMPULSE Beauty Artist and Sales Advisor,... - https://t.co/U0lcwlH9NP"
"251","See our latest #Columbus, OH #job and click to apply: Retail Commission Sales - Women's Shoes, Flex:... - https://t.co/bzXSCK67Uh #Sales"
"252","RT @amycaplan: Shoppers want adventure in stores. Why TJX Is Winning Customers, In Sharp Contrast To Macy's via @forbes https://t.co/SOd8JJ…"
"253","If you're looking for work in #HuntingtonStation, NY, check out this #job: https://t.co/aEj0lw9TqE #Retail #Hiring #CareerArc"
"254","Want to work in #Whitehall, PA? View our latest opening: https://t.co/N7m4ORYP6p #Retail #Job #Jobs #Hiring #CareerArc"
"255","Can you recommend anyone for this #job in #Atlanta, GA? https://t.co/yepT8THj3D #Retail #Hiring #CareerArc"
"256","Want to work in #Pittsburgh, PA? View our latest opening: https://t.co/wWTsKQpgTt #Retail #Job #Jobs #Hiring #CareerArc"
"257","We're #hiring! Click to apply: **Retail Support - Pricing Team Lead** Part Time: Lawrenceville, NJ, Macy's... - https://t.co/CA7ULQrlIB"
"258","Can you recommend anyone for this #job? Retail Cosmetics Sales - Beauty Advisor Lancome, Part Time: Sanford,... - https://t.co/oir9g1ObcE"
"259","If you're looking for work in #Taylor, MI, check out this #job: https://t.co/QCJu6pdsoE #Sales #Hiring #CareerArc"
"260","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"261","If you're looking for work in #CoralSprings, FL, check out this #job: https://t.co/CaWu8HCwX0 #Sales #Hiring #CareerArc"
"262","Can you recommend anyone for this #job in #Peabody, MA? https://t.co/pRTHuI5QUi #Sales #Hiring #CareerArc"
"263","We're #hiring! Click to apply: Retail Support - Receiving, Flex: Stamford, CT, Macy's Stamford Town Center - https://t.co/mrnZD9Vz2q #Job"
"264","Can you recommend anyone for this #job in #Nanuet, NY? https://t.co/PMHTZ9P3pz #Finance #Hiring #CareerArc"
"265","We're #hiring! Read about our latest #job opening here: Retail Support - Receiving, Flex: Rochester, NY,... - https://t.co/vYsuTM9sJO"
"266","Shoppers want adventure in stores. Why TJX Is Winning Customers, In Sharp Contrast To Macy's via @forbes https://t.co/SOd8JJTO9C"
"267","The degradation of service work: Lessons from Macy’s and Target https://t.co/CgbZ5eI8tr via @wordpressdotcom"
"268","Can you recommend anyone for this #job? Retail Cosmetics Sales - IMPULSE Beauty Artist and Sales Advisor,... - https://t.co/DQ7yoZWxcd"
"269","Interested in a #job in #Madison, WI? This could be a great fit: https://t.co/NclOtcd2A0 #Sales #Hiring #CareerArc"
"270","We're #hiring! Click to apply: Retail Support Team, Flex: Deptford, NJ, Macy's Deptford Mall - https://t.co/zc9XMKjk4W #Deptford, NJ #Job"
"271","Macy's, Sears, &amp; JCPenney Closing 250+ Stores: Don't Ignore the Elephant in the Room https://t.co/Z8SYLKHTBn"
"272","See our latest #Naples, FL #job and click to apply: Macy's Coastland Center: Sales Supervisor - https://t.co/YCwaRLHrMb #Retail #Hiring"
"273","This #job might be a great fit for you: **Retail Cosmetics Sales - Counter Manager Clinique** Full Time:... - https://t.co/EecKd9qIBs"
"274","Want to work at Macy's Retail? We're #hiring in #Langhorne, PA! Click for details: https://t.co/WvkCySj6ll #Retail #Job #Jobs #CareerArc"
"275","Xmas #GiftCard #Gift MACY'S MACYS MACY Gift Card $220 FREE SHIPPING NO RESERVE https://t.co/h1rrfZh2a1 #GiftCards… https://t.co/3MN07ub5BH"
"276","We're #hiring! Read about our latest #job opening here: Retail Sales - Fragrances, Part Time: City,... - https://t.co/7VFf26sQ6S #Sales"
"277","We're #hiring! Click to apply: Asset Protection / Loss Prevention Detective, Part Time: Ft. Lauderdale, FL,... - https://t.co/ankSHmn5IQ"
"278","The degradation of service work: Lessons from Macy’s and Target | Work in Progress
https://t.co/M43lCWw4LB"
"279","Join the Macy's Retail team! See our latest #job opening here: https://t.co/ALpnMfrhyO #Retail #Arlington, VA #Hiring #CareerArc"
"280","Tommy Hilfiger Looks to Technology as It Combats Macy&amp;#039;s Decline https://t.co/b0vd61kIWi #fashion #style https://t.co/1xy8YN4GQp"
"281","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/LRDifWHGWx #Sales #Farmington, CT #Hiring #CareerArc"
"282","Red Dress Collection Presented by Macy’s https://t.co/q1bWbtVnpb https://t.co/rKInQdM9yH"
"283","Tommy Hilfiger Looks to Technology as It Combats Macy's Decline https://t.co/raxqEWFWwx https://t.co/ooEP1ZfIE5"
"284","BOF |  Tommy Hilfiger Looks to Technology as It Combats Macy's Decline https://t.co/zYp7UOMk6I #RetailTech https://t.co/qYLK2JeKTQ"
"285","#Tommy_Hilfiger Looks to Technology as It Combats Macy's Decline https://t.co/JHXtfdAhIw https://t.co/GAjdyIRofb"
"286","Tommy Hilfiger Looks to Technology as It Combats Macy's Decline https://t.co/OrCdSY6Goe https://t.co/vIqKaFDlkO"
"287","Tommy Hilfiger Looks to Technology as It Combats Macy's Decline https://t.co/fX0b9ujrDF https://t.co/hd5bS6BDg9… https://t.co/lvOX0fIKzk"
"288","Want to work at Macy's Retail? We're #hiring in #Sanford, FL! Click for details: https://t.co/rdXI1eBKtM #Retail #Job #Jobs #CareerArc"
"289","Want to work in #Philadelphia, PA? View our latest opening: https://t.co/4awu7LiVjf #Sales #Job #Jobs #Hiring #CareerArc"
"290","Want to work in #Burlington, MA? View our latest opening: https://t.co/8QCJaRJOnD #Sales #Job #Jobs #Hiring #CareerArc"
"291","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/ulCpestkbr #Sales #Stamford, CT #Hiring #CareerArc"
"292","Wondering when Macy's Free Shipping Code No Minimum will be available in March 2017? Normally, you get free... https://t.co/HSEKsxEVgI"
"293","This #job might be a great fit for you: Retail Fitting Room Associate, Part Time: Springfield, PA, Macy's... - https://t.co/rGUm3Iu6e1"
"294","Want to work at Macy's Retail? We're #hiring in #Stamford, CT! Click for details: https://t.co/PUzTWzEHHb #Retail #Job #Jobs #CareerArc"
"295","Join the Macy's Retail team! See our latest #job opening here: https://t.co/ExjYvBnXZi #Retail #NewHartford, NY #Hiring #CareerArc"
"296","#Macys Tommy Hilfiger Looks to Technology as It Combats #acys Decline. Read more: https://t.co/ZduLBU8F0A $M"
"297","See our latest #Cincinnati, OH #job and click to apply: Retail Sales - Fragrances, Full Time: Cincinnati,... - https://t.co/avpWr0woY0"
"298","Can you recommend anyone for this #job in #Grandville, MI? https://t.co/ZIK4C90yF6 #Retail #Hiring #CareerArc"
"299","Want to work at Macy's Retail? We're #hiring in #Baltimore, MD! Click for details: https://t.co/qCCR9u6fj3 #Retail #Job #Jobs #CareerArc"
"300","We're #hiring! Read about our latest #job opening here: **Retail Gift Registry Advisor** Part Time:... - https://t.co/NwRoe7Ke00 #Retail"
"301","See our latest #Lafayette, LA #job and click to apply: Retail Cosmetics Sales - Counter Manager Clinique,... - https://t.co/dXzEMGhdwv"
"302","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/CjfVJbVQyn #Sales #Meriden, CT #Hiring #CareerArc"
"303","Join the Macy's Retail team! See our latest #job opening here: https://t.co/awKR9t1LTs #Sales #Columbus, OH #Hiring #CareerArc"
"304","See our latest #Toledo, OH #job and click to apply: Retail Cosmetics Sales - Beauty Advisor - Clinique, Full... - https://t.co/mk6fUhclvc"
"305","Want to work at Macy's Retail? We're #hiring in #WestNyack, NY! Click for details: https://t.co/QqTZqvusXs #Retail #Job #Jobs #CareerArc"
"306","This #job might be a great fit for you: **Retail Gift Registry Advisor** Part Time: Ann Arbor, MI, Macy's... - https://t.co/rrxQ9DHFRJ"
"307","Join the Macy's Retail team! See our latest #job opening here: https://t.co/uDBzlEQNiJ #Retail #Elmhurst, NY #Hiring #CareerArc"
"308","This #job might be a great fit for you: Team Lead, Full Time: Stamford, CT, Macy's Backstage Stamford Town... - https://t.co/DGdmK6zWTr"
"309","Want to work at Macy's Retail? We're #hiring in #Victor, NY! Click for details: https://t.co/f97tdRe5yS #Retail #Job #Jobs #CareerArc"
"310","Tommy Hilfiger Looks to Technology as It Combats Macy's Decline https://t.co/bihBNYAEhG"
"311","Tommy Hilfiger Looks to Technology as It Combats Macy's Decline https://t.co/DCkLicLCnY #business #fashion Bloombe… https://t.co/58gjw4sPXw"
"312","We're #hiring! Read about our latest #job opening here: Macy's Backstage Team Member, Part Time: Woodbridge,... - https://t.co/K4mpQLjWhK"
"313","We're #hiring! Read about our latest #job opening here: Asset Protection / Loss Prevention Detective, Full... - https://t.co/qOMl8LD3L6"
"314","RT @WendiMooreAgncy: Tommy Hilfiger Looks to Technology as It Combats Macy's Decline: https://t.co/oAlgP8pODd"
"315","Tommy Hilfiger Looks to Technology as It Combats Macy's Decline: https://t.co/oAlgP8pODd"
"316","Macy's, Sears, &amp; JCPenney Closing 250+ Stores: Don't Ignore the Elephant in the Room https://t.co/x8tIHSCBZR"
"317","Can you recommend anyone for this #job? Retail Visual Merchandiser Lead, Full Time: Columbia, MD, Macy's The... - https://t.co/tcEZvcP3pN"
"318","If you're looking for work in #Brooklyn, NY, check out this #job: https://t.co/rmnC0OkhqX #Retail #Hiring #CareerArc"
"319","See our latest #Grandville, MI #job and click to apply: **Retail Support Signing Team Associate** Part Time:... - https://t.co/wJEhvLpovC"
"320","We're #hiring! Read about our latest #job opening here: Retail Sales Fine Jewelry, Full Time: Altamonte... - https://t.co/VTrigPioAE"
"321","Tommy Hilfiger Looks to Technology as It Combats Macy's Decline: https://t.co/okv2tRZ281"
"322","Tommy Hilfiger Looks to Technology as It Combats Macy's Decline https://t.co/A2hZn8qXBQ"
"323","This #job might be a great fit for you: Retail Selling Floor Lead, Full Time: Nanuet, NY, Macy's The Shops... - https://t.co/NEIhSWx22y"
"324","If you're looking for work in #Burlington, MA, check out this #job: https://t.co/ZFPJSFPpug #Sales #Hiring #CareerArc"
"325","Can you recommend anyone for this #job in #Stamford, CT? https://t.co/faAH7dISJP #Retail #Hiring #CareerArc"
"326","Join the Macy's Retail team! See our latest #job opening here: https://t.co/mp1kAZw2Lj #Marketing #NewYork, NY #Hiring #CareerArc"
"327","Thankful that I got to attend this awesome event: #RedDressCollection Presented by Macy’s #SocialMedia… https://t.co/wyMpS5XMZV"
"328","Want to work in #KingofPrussia, PA? View our latest opening: https://t.co/QQ4P4waDNa #Retail #Job #Jobs #Hiring #CareerArc"
"329","Want to work at Macy's Retail? We're #hiring in #ShortHills, NJ! Click for details: https://t.co/eUI09Gdfmj #Retail #Job #Jobs #CareerArc"
"330","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/PSly8vvBgV #Sales #Florence, KY #Hiring #CareerArc"
"331","See our latest #Fredericksburg, VA #job and click to apply: **Retail Support** Flex: Fredericksburg, VA,... - https://t.co/8MtsFus6Hl"
"332","If you're looking for work in #AltamonteSprings, FL, check out this #job: https://t.co/JBkyhACcYI #Retail #Hiring #CareerArc"
"333","Can you recommend anyone for this #job? **Retail Selling Floor Lead** Full Time: King of Prussia, PA, Macy's... - https://t.co/0w0X1q2xt5"
"334","See our latest #Miami, FL #job and click to apply: Retail Sales - Fragrances, Full Time: Miami, FL, Macy's... - https://t.co/lchhEUCgmZ"
"335","Xmas #GiftCard #Gift MACY'S MACYS MACY Gift Card $220 FREE SHIPPING NO RESERVE https://t.co/SJlUbYPZFy #GiftCards… https://t.co/k4HlkEsnxe"
"336","Can you recommend anyone for this #job? Retail Support - Receiving Team Lead, Part Time: Stamford, CT,... - https://t.co/1rIOpt2BYg #Retail"
"337","Want to work in #Woodbridge, NJ? View our latest opening: https://t.co/3wXlk68Yt0 #Retail #Job #Jobs #Hiring #CareerArc"
